Index,ID,Speaker,Phase,TimePhase,Role,Japanese,English,Functions,Aesthetics,User,Vision,Prototyping,CA,ALoK,CSU,GCA,Projective,Regulative,Relational
361,P361,PA,3,2,ProductDesigner,うん。,Yeah.,0,0,0,0,1,0,0,1,0,1,0,0
362,P362,PB,3,2,ProductDesigner,サイズ感さ、これでさ。,"Size, you know, this is it.",0,1,0,0,1,0,0,1,0,0,0,0
363,P363,PC,3,2,ProductDesigner,うん。,Yeah.,0,1,0,0,1,0,0,1,0,0,0,0
364,P364,PB,3,3,ProductDesigner,10●？ 30●。9.5．．．。,10 ●? 30●. 9.5…,0,1,0,0,1,0,0,1,0,0,0,0
365,P365,PA,3,3,ProductDesigner,そうだね、9.5？,"Yes, 9.5?",0,1,0,0,1,0,0,1,0,0,0,1
366,P366,PC,3,3,ProductDesigner,●9.5でいいんじゃ●。,9.5 is fine.,0,1,0,1,1,0,0,1,0,0,0,0
367,P367,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,0,1,0,0,1,0,0,0,0
368,P368,PA,3,3,ProductDesigner,で，きて．．．。,"And, then",0,1,0,0,1,0,0,1,0,0,0,0
369,P369,PC,3,3,ProductDesigner,それだったらさ、機能的な話になるけど、ここL字で開けるとするじゃん。そこの境目が分かるようなワンポイント，ここに，例えば●。,"Then, let's talk about functionality, but let's say you open the wallet in an L-shape. It is a one-point (of color, mark, or logo) that shows the boundary between the two.",1,1,0,1,1,0,0,1,0,0,0,0
370,P370,PB,3,3,ProductDesigner,あー。,Ah.,1,1,0,0,1,0,0,1,0,0,0,0
371,P371,PA,3,3,ProductDesigner,ありだと思う。,I think it is good.,1,1,0,1,1,0,0,1,0,0,0,0
372,P372,PB,3,3,ProductDesigner,かわいい。,Cute.,1,1,0,1,1,0,0,1,0,0,0,0
373,P373,PC,3,3,ProductDesigner,それのがしかも，分かりやすい●。,"Also, It's better for understanding ●.",1,1,0,1,1,0,0,1,0,0,0,0
374,P374,PA,3,3,ProductDesigner,うん。いんじゃない？,Yeah. Isn't that good?,0,1,0,1,1,0,0,1,0,0,0,1
375,P375,PB,3,3,ProductDesigner,それを何センチ？,How many centimeters is that?,0,1,0,0,1,0,0,1,0,0,0,1
376,P376,PA,3,3,ProductDesigner,ここの幅ってこと？,You mean the width here?,0,1,0,0,1,0,0,1,0,0,0,1
377,P377,PC,3,3,ProductDesigner,うん、ここの幅と、多分ほんとに1センチ、2センチちょっとくらい、ぐらいでいいとは思うから。,"Yes, because I think the width and maybe really just a centimeter or two or so would be fine.",0,1,0,1,1,0,0,1,0,0,0,0
378,P378,PA,3,3,ProductDesigner,それに合わせて切る？,Cutting to it?,0,1,0,0,1,0,0,1,0,0,0,1
379,P379,PC,3,3,ProductDesigner,でも、色味が問題だな。どっちが●。それ，どっちが内側にくるんだっけ？。,But the color is a problem. Which is ●. Which one goes inside?,0,1,0,0,1,0,0,1,0,0,0,1
380,P380,PB,3,3,ProductDesigner,どっちかな。,Which is.,0,1,0,0,1,0,0,1,0,0,0,0
381,P381,PC,3,3,ProductDesigner,白のが●。,The white one is ●.,0,1,0,0,1,0,0,1,0,0,0,0
382,P382,PB,3,3,ProductDesigner,内側、こっちが内側。,"Inside, this way is inside.",0,1,0,0,1,0,0,1,0,0,0,0
383,P383,PB,3,3,ProductDesigner,こっちよろしく。,Please do it.,0,1,0,0,1,0,0,1,0,0,0,1
384,P384,PA,3,3,ProductDesigner,●これどうしたらいいの？,What should I do with this?,0,1,0,0,1,0,0,1,0,0,0,1
385,P385,PB,3,3,ProductDesigner,●95で。,● At 95.,0,1,0,0,1,0,0,1,0,0,0,1
386,P386,PA,3,3,ProductDesigner,印は付いてない●。,Not marked ●.,0,1,0,0,1,0,0,1,0,0,1,0
387,P387,PB,3,3,ProductDesigner,付いてない。まだ付けてない。,Not marked. Not marked yet.,0,1,0,0,1,0,0,1,0,0,1,0
388,P388,PC,3,3,ProductDesigner,どっちがいい？,Which one do you prefer?,0,1,0,0,1,0,0,1,0,0,0,1
389,P389,PB,3,3,ProductDesigner,いやー、オレンジかなー？ どっちだろう。,"Well, orange? I wonder which one.",0,1,0,0,1,0,0,1,0,0,0,0
390,P390,PA,3,3,ProductDesigner,黒は？ 黒持ってるの，うちだわ。,Black? I have black one.,0,1,0,0,1,0,0,1,0,0,0,0
391,P391,PC,3,3,ProductDesigner,●。え、でも、黒、黒は外側でしょ。,"●. Eh, but black, black is outside ●.",0,1,0,0,1,0,0,1,0,0,0,0
392,P392,PB,3,3,ProductDesigner,黒外側。,Black is outside.,0,1,0,0,1,0,0,1,0,0,0,0
393,P393,PA,3,3,ProductDesigner,そうだよ．白ちょうだい，ここに。,That's right. Please pass me white. Ah.,0,1,0,0,1,0,0,1,0,0,0,1
394,P394,PC,3,3,ProductDesigner,あー。,Ah.,0,1,0,0,1,0,0,1,0,0,0,0
395,P395,PB,3,3,ProductDesigner,あー。,Ah.,0,1,0,0,1,0,0,1,0,0,0,0
396,P396,PC,3,3,ProductDesigner,こっちのが見え方はいいかもね。,Maybe this one looks better.,0,1,0,1,1,0,0,1,0,0,1,0
397,P397,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,1,1,0,0,1,0,0,1,0
398,P398,PA,3,3,ProductDesigner,ね。と思いました。,Yeah. I thought.,0,1,0,1,1,0,0,1,0,0,1,0
399,P399,PC,3,3,ProductDesigner,こっちのがかわいい。こっちのがかわいいわ。,This one is more cute. This one's more cute.,0,1,0,1,1,0,0,1,0,0,1,0
400,P400,PB,3,3,ProductDesigner,うん、だね。,"Yeah, right.",0,1,0,1,1,0,0,1,0,0,1,0
401,P401,PA,3,3,ProductDesigner,と思いました。,I thought.,0,1,0,1,1,0,0,1,0,0,1,0
402,P402,PC,3,3,ProductDesigner,じゃあ、どうする？ これを内側にする？,So what should we do? Do you want this inside?,0,1,0,0,1,0,0,1,0,0,0,1
403,P403,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,0,1,0,0,1,0,0,0,0
404,P404,PC,3,3,ProductDesigner,で、これをこの●のところに●てっていい？,"And, may I ● this from the side to this (other) side?",0,1,0,0,1,0,0,1,0,0,0,1
405,P405,PB,3,3,ProductDesigner,うん。,"Yes,.",0,1,0,0,1,0,0,1,0,0,0,0
406,P406,PA,3,3,ProductDesigner,あれ？ 何か違うんだけど。,Huh? Something's different.,0,1,0,0,1,0,0,1,0,0,0,0
407,P407,PC,3,3,ProductDesigner,ええっ？,Eh?,0,1,0,0,1,0,0,1,0,0,0,0
408,P408,PA,3,3,ProductDesigner,あ、それがそっちか。事件？,"Oh, that's that way. Is it an accident?",0,1,0,0,1,0,0,1,0,0,0,1
409,P409,PC,3,3,ProductDesigner,いや、違う、違う。こっちで印付けたらやべえわと思う。,"No, no, no. I think it's a bad idea to mark it over here.",0,1,0,0,1,0,0,1,0,0,0,0
410,P410,PB,3,3,ProductDesigner,そうだね。,"Yes, it is.",0,1,0,0,1,0,0,1,0,0,0,0
412,P412,PC,3,3,ProductDesigner,2センチ●いい？,2 cm. Right?,0,1,0,0,1,0,0,1,0,0,0,1
413,P413,PA,3,3,ProductDesigner,何が？,What?,0,1,0,0,1,0,0,1,0,0,0,1
414,P414,PB,3,3,ProductDesigner,上、上でしょ。,"Up, upside. Isn't it?",0,1,0,0,1,0,0,1,0,0,0,0
415,P415,PC,3,3,ProductDesigner,うん。これどんくらい見せる？,"Yeah, How much of this do you want to show?",0,1,0,0,1,0,0,1,0,0,0,1
416,P416,PA,3,3,ProductDesigner,あー。,Ah.,0,1,0,0,1,0,0,1,0,0,0,0
417,P417,PC,3,3,ProductDesigner,1センチ見せれば〓よくね〓？ かみ合わせも考えて2センチで取ろうか。,"1 centimeter, isn't it enough? Shall we take it at 2 cm, considering the overlap width?",0,1,0,1,1,0,0,1,0,0,0,1
418,P418,PA,3,3,ProductDesigner,あと3分ぐらい。,About 3 more minutes.,0,0,0,0,1,0,0,1,0,0,1,1
419,P419,PC,3,3,ProductDesigner,まじかよ。,Seriously.,0,0,0,0,1,0,0,1,0,0,1,0
420,P420,PA,3,3,ProductDesigner,はい。,Yes.,0,0,0,0,1,0,0,1,0,0,1,0
421,P421,PC,3,3,ProductDesigner,あんませかさないで。,Don't be too hasty.,0,0,0,0,1,0,0,1,0,1,0,0
422,P422,PB,3,3,ProductDesigner,両面、両面で付ける？,"Attach on both sides (tape), both sides (tape)?",0,1,0,0,1,0,0,1,0,0,0,1
423,P423,PA,3,3,ProductDesigner,え、これ、これを挟むの？,"Oh, you're going to pinch this?",0,1,0,0,1,0,0,1,0,0,0,1
424,P424,PB,3,3,ProductDesigner,それは挟まない。,It doesn't pinch it.,0,1,0,1,1,0,0,1,0,0,0,1
425,P425,PA,3,3,ProductDesigner,よね。,I guess.,0,1,0,1,1,0,0,1,0,0,0,0
426,P426,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,1,1,0,0,1,0,0,0,0
427,P427,PA,3,3,ProductDesigner,貼るだけでしょ？,"You just put it up, right?",0,1,0,0,1,0,0,1,0,0,0,1
428,P428,PB,3,3,ProductDesigner,貼るだけ。,Just put it up.,0,1,0,0,1,0,0,1,0,0,0,1
429,P429,PA,3,3,ProductDesigner,はい。これ貼っとき。,"Yes, sir. When you put this on.",0,1,0,0,1,0,0,1,0,0,0,1
430,P430,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,0,1,0,0,1,0,0,0,0
431,P431,PC,3,3,ProductDesigner,これ幾つだったっけ、寸法。9.5？,"How many is this, dimensions. 9.5?",0,1,0,0,1,0,0,1,0,0,0,1
432,P432,PB,3,3,ProductDesigner,うん、そう。,"Yeah, yeah.",0,1,0,1,1,0,0,1,0,0,0,0
433,P433,PA,3,3,ProductDesigner,そのオレンジは？,How about this orange?,0,1,0,0,1,0,0,1,0,0,0,1
434,P434,PC,3,3,ProductDesigner,オレンジは多分使わない？,Orange is probably not used?,0,1,0,0,1,0,0,1,0,0,0,1
435,P435,PA,3,3,ProductDesigner,あ、紺は？ あ、紺ってどこに使うの？,"Oh, what about navy blue? Oh, where do you use navy blue?",0,1,0,0,1,0,0,1,0,0,0,1
436,P436,PB,3,3,ProductDesigner,紺はあれを貼った上●。,Dark blue is put over that pasting it.,0,1,0,1,1,0,0,1,0,0,0,1
437,P437,PA,3,3,ProductDesigner,あ、上か。,"Oh, upside.",0,1,0,0,1,0,0,1,0,0,1,0
439,P439,PC,3,3,ProductDesigner,もう，革とかを貼るだけ？,So will we finish because of just paste leather?,0,1,0,0,1,0,0,1,0,0,1,1
440,P440,PA,3,3,ProductDesigner,うん。,Right.,0,1,0,0,1,0,0,1,0,0,1,0
441,P441,PB,3,3,ProductDesigner,うん。,Yeah.,0,1,0,0,1,0,0,1,0,0,1,0
442,P442,PA,3,3,ProductDesigner,もう，シール＝入って待機しております．あと2分。,I am ready to ●. 2 minutes left.,0,0,0,0,1,0,0,1,0,1,1,1
443,P443,PC,3,3,ProductDesigner,せかさないでくれよ。,Don't rush me.,0,0,0,0,1,0,0,1,0,1,0,0
444,P444,PC,3,3,ProductDesigner,これでサイズ間違っていたらどうしよう。,I am worried if the size is wrong.,0,1,0,0,1,0,0,1,0,0,0,0
445,P445,PA,3,3,ProductDesigner,はい．んで？,"OK, And?",0,0,0,0,1,0,0,1,0,0,0,0
446,P446,PB,3,3,ProductDesigner,それ貼って。,Please paste it.,0,1,0,0,1,0,0,1,0,0,0,1
447,P447,PA,3,3,ProductDesigner,ん，ここってこと？,Uh? Is it heret?,0,1,0,0,1,0,0,1,0,0,0,1
448,P448,PB,3,3,ProductDesigner,そうそうそうそう。,"Right, so, so.",0,1,0,1,1,0,0,1,0,0,0,0
449,P449,PA,3,3,ProductDesigner,いや，これ．．．あの．．．。,Well…this is … that…,0,1,0,0,1,0,0,1,0,0,0,0
450,P450,PC,3,3,ProductDesigner,長い方から。,From the long side.,0,1,0,0,1,0,0,1,0,0,0,1
451,P451,PA,3,3,ProductDesigner,うん．片方合わせて。,Yeah. align both sides.,0,0,0,1,1,0,0,1,0,0,0,1
452,P452,PC,3,3,ProductDesigner,最悪，＝＝できればいい。,"In the worst case, it is oK to make..",0,0,0,0,1,0,0,1,0,0,0,0
453,P453,PA,3,3,ProductDesigner,うん．んで？,"Right, and?",0,0,0,0,1,0,0,1,0,0,0,0
454,P454,PB,3,3,ProductDesigner,これを，ちょっとずらすんだよね？,"And then we shift it a little bit, right?",0,1,0,0,1,0,0,1,0,0,0,1
455,P455,PC,3,3,ProductDesigner,そうだね。,Right.,0,1,0,0,1,0,0,1,0,0,0,0
456,P456,PB,3,3,ProductDesigner,このへん？このへん？,Around here? This side?,0,1,0,0,1,0,0,1,0,0,0,1
457,P457,PC,3,3,ProductDesigner,４辺にちょっとずれて．．．もう，これを，こっちか。,"A little off on all four sides... Here, this one, this one, this one.",0,1,0,0,1,0,0,1,0,0,0,0
458,P458,PB,3,3,ProductDesigner,これ，ずれたところ切るよ。,I'm going to cut this off.,0,1,0,0,1,0,0,1,0,0,0,0
459,P459,PA,3,3,ProductDesigner,うん。,OK.,0,0,0,0,1,0,0,1,0,0,0,0
460,P460,PA,3,3,ProductDesigner,切って，やった。,Cut. Done.,0,1,0,0,1,0,0,1,0,0,1,0
461,P461,PA,3,3,ProductDesigner,どう。,How about it?,0,1,0,0,1,0,0,1,0,0,1,0
462,P462,PB,3,3,ProductDesigner,はい．Ok。,OK.,0,0,0,1,1,0,0,1,0,0,1,0
463,P463,PA,3,3,ProductDesigner,18分です。,18 minutes.,0,0,0,0,1,0,0,1,0,0,1,0
464,P464,PA,3,3,ProductDesigner,はい。,OK.,0,0,0,0,1,0,0,1,0,0,1,0
466,E2,EB,1,1,Engineer,じゃあ、〓EA〓さん、インタビュアー。,"Okay, =EA=-san, you are interviewer.",0,0,1,0,0,0,1,0,0,1,0,1
467,E3,EC,1,1,Engineer,はい、インタビュアーシートからお願いします。,Right. Please start interview following the intervier sheet.,0,0,1,0,0,0,1,0,0,1,0,1
468,E4,EB,1,1,Engineer,どうしようかな。これ見せたほうがいいんじゃないですか。これ見せて、説明しながら。,"Well…Why don't we show this? I show this one, and explain..",0,0,1,0,0,0,1,0,0,1,0,1
469,E5,EA,1,1,Engineer,えっと。,Well.,0,0,1,0,0,0,1,0,0,0,0,0
470,E6,User,1,1,Engineer,座ったほうがいい？ 立ったほうがいい？ 何でもいい。どうしたらいいですか。,Should I have a seat? Stand up? Anything OK. What should I do?,0,0,1,0,0,0,1,0,0,0,0,0
471,E7,EA,1,1,Engineer,今、使っている財布で物足りないって思ってることってありますか。,Is there anything you think is not enough for your current wallet?,0,0,1,0,0,0,1,0,0,0,0,0
472,E8,User,1,1,Engineer,今、使っている財布で物足りない。物足りない。物足りない。難しいですね。難しいなあ。物足りなくない。,"""Not enough for your current wallet,"" ""not enough,” ""not enough"". It is difficult (to answer), difficult. It's not not enough.",0,0,1,0,0,0,1,0,0,0,0,0
473,E9,EA,1,1,Engineer,今ので、もう物足りている？,Are you surtisfied about your current wallet?,0,0,1,0,0,0,1,0,0,0,0,0
474,E10,User,1,1,Engineer,今のはすごく満足感が今ある。,"I am very satisfied with my current wallet, now.",0,0,1,0,0,0,1,0,0,0,0,0
475,E11,EB,1,1,Engineer,なるほど。機能とデザインと、どちらから選びます？,"I see. Which would you choose, function or apprearamce design?",1,1,1,0,0,0,1,0,0,0,0,0
476,E12,User,1,1,Engineer,機能とデザイン、どちらか。どちらかと聞かれたら？,Function or apprearamce design? What if I had to choose one?,1,1,1,0,0,0,1,0,0,0,0,0
477,E13,EB,1,1,Engineer,そうです。,Right.,0,0,1,0,0,0,1,0,0,0,0,0
478,E14,User,1,1,Engineer,機能ですね。,Function.,1,0,1,0,0,0,1,0,0,0,0,0
479,E15,EA,1,1,Engineer,何を一番重視しているんですか。,What do you value most?,0,0,1,0,0,0,1,0,0,0,0,0
480,E16,User,1,1,Engineer,何を一番重視していますか。何を一番重視してますか。,"""What do you value most?"",'What do you value most?'",0,0,1,0,0,0,1,0,0,0,0,0
481,E17,EA,1,1,Engineer,例えば、僕、現金よりもカードとかで支払いたいんで、現金たくさん入るよりも、カードたくさん、カード入れやすい財布のほうがいい。,"For example, I prefer to pay with cards rather than cash, so I prefer a wallet with lots of cards and easy access to cards rather than one with lots of cash.",1,0,1,1,0,0,1,0,0,0,0,0
482,E18,User,1,1,Engineer,なるほど、なるほど、そういうのに近いところだと、現金もある程度、はい。,"I see, I see. In close proximity to that kind of thing, there is a certain amount of cash, yes.",1,0,1,0,0,0,1,0,0,0,0,0
483,E19,EA,1,1,Engineer,現金も、ああ、バランスよく。,"Cash, too, oh. Good balance.",1,0,1,0,0,0,1,0,0,0,0,0
484,E20,User,1,1,Engineer,はい。,Right.,1,0,1,0,0,0,1,0,0,0,0,0
485,E21,EB,1,1,Engineer,財布はポケットに入れたりですか。それとも何かバッグに入れたりですか。,Do you carry your wallet in your pocket? Or do you carry it in a bag?,1,0,1,0,0,0,1,0,0,0,0,0
486,E22,User,1,1,Engineer,ポケットに入れたいけど、ですね。入れたい。,"I want to put it in my pocket, but.... I want to put it in (my pocket).",1,0,1,0,0,0,1,0,0,0,0,0
487,E23,EB,1,1,Engineer,小さくないといけないですね。,It has to be small.,1,1,1,1,0,0,1,0,0,0,0,0
488,E24,EC,1,1,Engineer,今、使っている財布に満足されているということなんですが、その財布を見せていただけませんか。,I understand that you are satisfied with the wallet you are using now. Could you show me the wallet?,0,0,1,0,0,0,1,0,0,0,0,0
489,E25,User,1,1,Engineer,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
490,E26,EA,1,1,Engineer,僕もなんかそれ言いたかったんですけど、言いづらかったんで。でも、それ以上の物をつくらないといけないんですね、われわれ。,"I wanted to say something like that, but it was hard for me. But we have to make something better than that, don't we?",0,0,1,0,0,1,1,0,0,0,0,0
491,E27,EB,1,1,Engineer,ああ、いいですね。カードもいっぱい入る。,"Oh, that's nice. It can hold a lot of cards.",1,0,1,1,0,0,1,0,0,0,0,0
492,E28,EA,1,1,Engineer,ちょうどいい大きさですね。,It's just the right size.,1,1,1,1,0,0,1,0,0,0,0,0
493,E29,EC,1,1,Engineer,これは財布ですか。,Is this a wallet?,0,0,1,0,0,0,1,0,0,0,0,0
494,E30,User,1,1,Engineer,財布です。,It is a wallet.,0,0,1,0,0,0,1,0,0,0,0,0
495,E31,EB,1,1,Engineer,小銭もちゃんと入るんですね、もちろん。小銭ともちろん分かれていますよね。お財布、もちろん。,"It can hold coins, of course. Of course, it (cards) is separate from coins, isn't it? A wallet, of course.",1,0,1,0,0,0,1,0,0,0,0,0
496,E32,EC,1,1,Engineer,小銭も入る。,"It can hold coins, too.",1,0,1,0,0,0,1,0,0,0,0,0
497,E33,EB,1,1,Engineer,●入るなあ。,It can hold a lot of coins.,1,0,1,0,0,0,1,0,0,0,0,0
498,E34,EA,1,1,Engineer,小銭もカードって感じですね。,"It's not only for cards, but also coins.",1,0,1,0,0,0,1,0,0,0,0,0
499,E35,EB,1,1,Engineer,そうですね。あ、その程度まではOKなんですね。ポケットに入るってレベルなんですね。,"Yes, that's right. Oh, so you are OK up to that level. So that's the level of being able to put it in your pocket?",1,1,1,0,0,0,1,0,0,0,0,0
500,E36,User,1,1,Engineer,ポケット入れてないです。,I don't put it in my pocket.,1,1,1,0,0,0,1,0,0,0,0,0
501,E37,EB,1,1,Engineer,あ、入れてないんですね。あ、ポケットに入るのはもうちょっと小さい●といけない。,"Oh, you don't put it in your pocket. Oh, it has to be a little one ● to fit in your pocket.",1,1,1,0,0,0,1,0,0,0,0,0
502,E38,EC,1,1,Engineer,この財布を選んだきっかけとか理由はありますか。,Is there any reason why you chose this wallet?,0,0,1,0,0,0,1,0,0,0,0,0
503,E39,User,1,1,Engineer,この財布を選んだきっかけとか理由、きっかけはお店で見かけて、一目ぼれしました。,"""Why you chose this wallet"", the trigger was that I saw it in a store and fell in love with it at first sight.",0,1,1,0,0,0,1,0,0,0,0,0
504,E40,EA,1,1,Engineer,見た感じ、なんかデザインとか色が良さそうなんですけど、さっき機能と言われたんで、あれ？と思っちゃったんですけど。,"It looked like it had a nice appearance design and color, but you said you prioritized function earlier, so I thought, ""Huh?""",1,1,1,1,0,0,1,0,0,0,0,0
505,E41,User,1,1,Engineer,この財布、そうですね。デザインがすごくいいです。,"This wallet, yes. The appearance design is very nice.",0,1,1,0,0,0,1,0,0,0,0,0
506,E42,EA,1,1,Engineer,ですね。,I think so.,0,1,1,1,0,0,1,0,0,0,0,0
507,E43,User,1,1,Engineer,はい。,Yes it is.,0,1,1,0,0,0,1,0,0,0,0,0
508,E44,EC,1,1,Engineer,値段は重視していますか。,Do you think the price is important?,0,0,1,0,0,0,1,0,0,0,0,0
509,E45,User,1,1,Engineer,ほどほどです。,Not too.,0,0,1,0,0,0,1,0,0,0,0,0
510,E46,EC,1,1,Engineer,ほどほどですか。,Not too…,0,0,1,0,0,0,1,0,0,0,0,0
511,E47,User,1,1,Engineer,言い過ぎないようにするのが難しい。うまく聞いてください。,It is difficult not to say too much. Please interview well.,0,0,1,0,0,0,1,0,0,0,0,0
512,E48,EC,1,1,Engineer,そういえば、今、RFIDという非接触IＤのタグを離れたところからスキミングするという、そういう情報セキュリティー上の問題が話題になっていますが、それに対する不安というのはありますか。,"Speaking of which, there is now talk of RFID (contactless ID tag) skimming from a distance, which is an information security issue. Do you have any concern?",1,0,1,1,0,0,1,0,0,0,0,0
513,E49,User,1,1,Engineer,あります。,"Yes, I do.",1,0,1,0,0,0,1,0,0,0,0,0
514,E50,EC,1,1,Engineer,ありますか。財布は、その財布はいつも使っていますか。それともシチュエーションが変わると、別の財布を使うことはありますか。,You do. Do you use your wallet all the time or do you use a different one when the situation changes?,0,0,1,0,0,0,1,0,0,0,0,0
515,E51,User,1,1,Engineer,シチュエーションが変わると、別の財布を使うこともあります。,I use different wallets for different situations.,0,0,1,0,0,0,1,0,0,0,0,0
516,E52,EA,1,1,Engineer,じゃあ、あの、使いたいシチュエーションというのはどういう状況なんですか。,"Then, what kind of situation is it that you want to use the wallet?",0,0,1,0,0,0,1,0,0,0,0,0
517,E53,User,1,1,Engineer,使いたい、シチュエーション。,"""situation is it that you want to use the wallet""",0,0,1,0,0,0,1,0,0,0,0,0
518,E54,EA,1,1,Engineer,例えば、普段使うのか、ちょっと街に行くときに使うのか、例えば、冠婚葬祭みたいに使うのかとか言うと、例えば、スーツ着て。,"For example, do you want to use it on a daily basis, or when you go out for a short trip to the city, or for a wedding or a funeral, for example, wearing a suit?",0,0,1,0,0,0,1,0,0,0,0,0
519,E55,User,1,1,Engineer,ああ、それは、考えたことがあまりなかったですけど、冠婚葬祭にこれ持っていったら、ひんしゅく●ですかね。,"Oh, I haven't really thought about that, but if I took this to a wedding or funeral, would it be a disaster?",0,0,1,0,0,0,1,0,0,0,0,0
520,E56,EA,1,1,Engineer,いや、分かんないですけど。オーダーメイドなので、どういう財布が欲しいかというのをお伺いしたいんですけど。,"Well, I don't know. Since it is custom-made, I would like to ask you what kind of wallet you would like.",0,0,1,0,0,0,1,0,0,0,0,0
521,E57,User,1,1,Engineer,どういう財布。,"""What kind of wallet""",0,0,1,0,0,0,1,0,0,0,0,0
522,E58,EA,1,1,Engineer,どういうシチュエーションのときに使いたい財布。,"What kind of wallet, what kind of situation would you like to use it in?",0,0,1,0,0,0,1,0,0,0,0,0
523,E59,User,1,1,Engineer,これですか。,Is this it?,0,0,1,0,0,0,1,0,0,0,0,0
524,E60,EA,1,1,Engineer,今回、われわれがつくる。,"This time, we will make it for you.",0,0,1,0,0,0,1,0,0,0,0,0
525,E61,User,1,1,Engineer,ああ、どういうシチュエーションのときに使いたい財布が欲しいか。,"Oh, what kind of situation do you want a wallet that you want to use?",0,0,1,0,0,0,1,0,0,0,0,0
526,E62,EA,1,1,Engineer,はい。,Right.,0,0,1,0,0,0,1,0,0,0,0,0
527,E63,User,1,1,Engineer,新たに買うとしたら。,If I buy a new wallet.,0,0,1,0,0,0,1,0,0,0,0,0
528,E64,EA,1,1,Engineer,はい。,Yes.,0,0,1,0,0,0,1,0,0,0,0,0
529,E65,User,1,1,Engineer,海外で使う財布。,A wallet for overseas.,0,0,1,0,0,0,1,0,0,0,0,0
530,E66,EB,1,1,Engineer,おお、そうですね。そうすると、ハードル上がったな。海外か。,"Oh, so…Then, a hurdle became bigger. Overseas…",0,0,1,0,0,0,1,0,0,0,0,0
531,E67,EA,1,1,Engineer,長財布よりもちょっとちっちゃいほうがいいんですね。,I guess you'd rather have a little tiny one than a long wallet.,0,1,1,0,0,0,1,0,0,0,0,0
532,E68,User,1,1,Engineer,買い換えたばっかりなんで。前は長財布でした。,I just bought a new one. It used to be a long wallet.,0,0,1,0,0,0,1,0,0,0,0,0
533,E69,EA,1,1,Engineer,嫌だった。,Did you hate it?,0,0,1,0,0,0,1,0,0,0,0,0
534,E70,EB,1,1,Engineer,海外とかセキュリティーとか盗まれないように●大切ですね、きっと。すりも多いし。,"It's important to keep it safe from being stolen when you go abroad or for security reasons. Maybe. Also, there are a lot of pickpockets.",1,0,1,1,0,0,1,0,0,0,0,0
535,E71,EC,1,1,Engineer,Suicaとかの交通系ICカードをその財布に入れたまま改札通りますか。,Do you go through ticket gates with your Suica or other transportation system IC cards in that wallet?,1,0,1,0,0,0,1,0,0,0,0,0
536,E72,User,1,1,Engineer,通らないです。,I don't.,1,0,1,0,0,0,1,0,0,0,0,0
537,E73,EC,1,1,Engineer,通らないですか。,You don't…,1,0,1,0,0,0,1,0,0,0,0,0
538,E74,User,1,1,Engineer,Suica別にしてます。,I keep my Suica card in a separate wallet.,0,0,1,0,0,0,1,0,0,0,0,0
539,E75,EC,1,1,Engineer,なるほど。,I see.,0,0,1,0,0,0,1,0,0,0,0,0
540,E76,User,1,1,Engineer,言い過ぎた。おまけです。,I've said too much. It's an extra.,0,0,1,0,0,0,1,0,0,0,0,0
541,E77,EC,1,1,Engineer,はい。じゃあ、そろそろ。,"OK, I'd better get going.",0,0,1,0,0,0,1,0,0,1,0,0
542,E78,EA,1,1,Engineer,はい。,OK.,0,0,1,0,0,0,1,0,0,0,0,0
543,E79,EC,1,1,Engineer,インタビューに関してはそろそろ。ありがとうございました。,"As for the interview, it's about time. Thank you very much.",0,0,1,0,0,0,1,0,0,1,0,0
544,E80,User,1,1,Engineer,ありがとうございました。,Thank you very much.,0,0,1,0,0,0,1,0,0,0,0,0
545,E81,EB,1,1,Engineer,設計ですね。5分で設計。,Design. Design in 5 minutes.,0,0,0,0,0,0,1,0,0,1,0,0
546,E82,EC,1,1,Engineer,5分で設計ですね。それなりにいろいろな情報が得られたわけですよ。,Design in 5 minutes. We’ve got a lot of information (in the interview).,0,0,0,0,0,0,0,1,0,1,1,0
547,E83,EA,1,1,Engineer,はい。,Yes.,0,0,0,0,0,0,0,1,0,1,1,0
548,E84,EB,1,1,Engineer,あの，あそこの場所で，なんか，設計やっちゃいます？ 一緒に。設計しながらつくっちゃいます？ 前、聞いたことだと、まず、スキミングが嫌だというので、スキミング防止用のシートを1枚付けましょう。スキミング防止。これでいいですか。スキミング防止用シート。,"Why don't we design (a wallet) at that place? Together. Why don't we make it while designing? I heard that the user doesn't like (is afraid) skimming, so let's put an anti-skimming sheet on it. Anti-skimming. Is this okay? Anti-skimming sheet.",1,0,1,1,1,0,0,1,0,1,0,1
549,E85,EC,1,1,Engineer,ああ、それにしましょう。,"Oh, let's use that.",1,0,0,1,1,0,0,1,0,0,0,0
550,E86,EB,1,1,Engineer,スキミング防止シート、できました。スキミング防止シート、できました。,"Anti-skimming sheet, done. Anti-skimming sheet, done.",1,0,0,1,1,0,0,1,0,0,0,0
551,E87,EC,1,1,Engineer,これ何か分かります？,Do you know what this is?,0,0,0,0,1,0,1,0,0,0,0,1
